"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Year","Month","Avg_Price_Land","No_sold","no_sold_pr","new_count_prop","percent_new"
"5399","Brooklyn","3/49 Stenhouse Av",2,"u",515000,"Sold Prior","hockingstuart","8/07/2017",6.4,3012,2,1,2,159,140,2012,"Hobsons Bay",-37.82073,144.8447,"Western Metropolitan",962,8,7,3238.99371069182,1,71,481,582
"5400","Brunswick","9 Blyth St",4,"h",1515000,"Property Sold","Jellis","8/07/2017",5.2,3056,4,2,2,236,194,1890,"Moreland",-37.76549,144.96366,"Northern Metropolitan",11918,8,7,6419.49152542373,1,87,6507,701
"5401","Brunswick","37 Fourth Av",3,"h",1037000,"Property Sold","Nelson","8/07/2017",5.2,3056,3,1,1,210,101,1996,"Moreland",-37.75746,144.95633,"Northern Metropolitan",11918,8,7,4938.09523809524,1,87,6507,817
"5402","Brunswick East","219 Glenlyon Rd",3,"h",1330000,"Passed In","Woodards","8/07/2017",4,3057,3,2,1,161,190,1890,"Moreland",-37.77289,144.97503,"Northern Metropolitan",5533,8,7,8260.86956521739,1,87,1069,138
"5403","Brunswick East","63 Harrison St",3,"t",937000,"Sold Prior","Jellis","8/07/2017",4,3057,3,2,1,110,121.8,2000,"Moreland",-37.76049,144.98065,"Northern Metropolitan",5533,8,7,8518.18181818182,1,87,143,701
"5404","Brunswick East","302/218 Lygon St",1,"u",290000,"Vendor Bid","Dingle","8/07/2017",4,3057,1,1,0,197,41,2012,"Moreland",-37.77165,144.97187,"Northern Metropolitan",5533,8,7,1472.08121827411,1,87,364,11
"5405","Bundoora","12 Norwood Ct",3,"h",730000,"Property Sold","Barry","8/07/2017",12.1,3083,3,1,1,612,101,1960,"Banyule",-37.70602,145.05945,"Northern Metropolitan",10175,8,7,1192.81045751634,1,87,6507,467
"5406","Bundoora","71 Wallara Cr",3,"h",660000,"Property Sold","Buckingham","8/07/2017",12.1,3083,3,1,2,582,119,1970,"Banyule",-37.70301,145.06341,"Northern Metropolitan",10175,8,7,1134.0206185567,1,87,6507,26
"5407","Burwood East","389 Blackburn Rd",3,"h",1150000,"Property Sold","Ray","8/07/2017",14.7,3151,3,2,2,668,140,1965,"Whitehorse",-37.85695,145.15144,"Eastern Metropolitan",4048,8,7,1721.55688622754,1,61,6507,361
"5408","Burwood East","1 Sartori St",4,"h",1600000,"Property Sold","Fletchers","8/07/2017",14.7,3151,4,2,2,592,260,2007,"Whitehorse",-37.84839,145.14299,"Eastern Metropolitan",4048,8,7,2702.7027027027,1,61,6507,143
"5409","Camberwell","5/26 Cornell St",2,"u",755000,"Property Sold","hockingstuart","8/07/2017",7.7,3124,2,1,1,92,82.6,1960,"Boroondara",-37.8401,145.09113,"Southern Metropolitan",8920,8,7,8206.52173913043,1,52,1792,582
"5410","Carnegie","1/17 Cosy Gum Rd",2,"u",750000,"Property Sold","Thomson","8/07/2017",10.1,3163,2,1,2,0,85,1970,"Glen Eira",-37.88368,145.0515,"Southern Metropolitan",7822,8,7,Inf,1,52,1792,17
"5411","Carnegie","5/12 Judith St",1,"u",286000,"Passed In","Gary","8/07/2017",10.1,3163,1,1,1,314,45,1960,"Glen Eira",-37.90321,145.0555,"Southern Metropolitan",7822,8,7,910.828025477707,1,52,361,88
"5412","Carnegie","7/177 Oakleigh Rd",2,"u",580010,"Sold Prior","hockingstuart","8/07/2017",10.1,3163,2,1,1,0,72,1970,"Glen Eira",-37.9003,145.06342,"Southern Metropolitan",7822,8,7,Inf,1,52,481,582
"5413","Carnegie","1/108 Truganini Rd",4,"t",1250000,"Property Sold","hockingstuart","8/07/2017",10.1,3163,4,3,2,326,223,2005,"Glen Eira",-37.89334,145.05463,"Southern Metropolitan",7822,8,7,3834.35582822086,1,52,723,582
"5414","Caroline Springs","5/1 Dargi Grn",3,"t",360000,"Sold After Auction","O'Brien","8/07/2017",14.8,3023,3,1,1,0,136.49,2009,"Melton",-37.70624,144.74042,"Western Metropolitan",7719,8,7,Inf,1,71,7,25
"5415","Caroline Springs","20 Hawksbury Grn",4,"h",740000,"Property Sold","Barry","8/07/2017",14.8,3023,4,2,2,750,222,2008,"Melton",-37.7277,144.73422,"Western Metropolitan",7719,8,7,986.666666666667,1,71,6507,467
"5416","Carrum Downs","40 Whimbrel Cr",4,"h",647000,"Property Sold","Harcourts","8/07/2017",34.9,3201,4,2,4,688,204,2002,"Frankston",-38.10984,145.17062,"South-Eastern Metropolitan",8060,8,7,940.406976744186,1,31,6507,87
"5417","Chadstone","1/11 Hiscock St",3,"t",930000,"Property Sold","Ray","8/07/2017",11.7,3148,3,2,1,0,127,2011,"Monash",-37.88289,145.09871,"Southern Metropolitan",3582,8,7,Inf,1,52,723,361
"5418","Coburg","251 Bell St",2,"h",760000,"Property Sold","Nelson","8/07/2017",6.7,3058,2,1,2,378,105,1920,"Moreland",-37.74011,144.95267,"Northern Metropolitan",11204,8,7,2010.58201058201,1,87,6507,817
"5419","Coburg","5A Hardwick St",2,"t",876000,"Property Sold","Woodards","8/07/2017",6.7,3058,2,2,1,134,100,2014,"Moreland",-37.74914,144.96826,"Northern Metropolitan",11204,8,7,6537.31343283582,1,87,723,138
"5420","Collingwood","6/13 Alexander St",1,"u",365000,"Sold Prior","Jellis","8/07/2017",2,3066,1,1,0,0,46,1960,"Yarra",-37.79597,144.99108,"Northern Metropolitan",4553,8,7,Inf,1,87,481,701
"5421","Collingwood","30 Alexander St",3,"h",1297000,"Property Sold","Dixon","8/07/2017",2,3066,3,2,0,186,137,1890,"Yarra",-37.79557,144.99158,"Northern Metropolitan",4553,8,7,6973.11827956989,1,87,6507,1
"5422","Croydon","30 Allendale Rd",5,"h",865000,"Passed In","Ray","8/07/2017",23,3136,4,2,2,974,200,1975,"Maroondah",-37.79189,145.29661,"Eastern Metropolitan",11925,8,7,888.090349075975,1,61,1069,361
"5423","Croydon","21 Dixon Av",4,"h",760000,"Sold Prior","Barry","8/07/2017",23,3136,4,2,2,815,140,1960,"Maroondah",-37.78393,145.29132,"Eastern Metropolitan",11925,8,7,932.515337423313,1,61,1079,467
"5424","Croydon","434 Dorset Rd",3,"h",725000,"Property Sold","Stockdale","8/07/2017",23,3136,3,1,2,802,105,1980,"Maroondah",-37.81083,145.28792,"Eastern Metropolitan",11925,8,7,903.990024937656,1,61,6507,71
"5425","Croydon","21 Taylors Rd",4,"h",1120000,"Property Sold","Barry","8/07/2017",23,3136,4,2,2,864,228,2008,"Maroondah",-37.80718,145.28581,"Eastern Metropolitan",11925,8,7,1296.2962962963,1,61,6507,467
"5426","Dandenong North","64 Waranga St",4,"h",930000,"Property Sold","Hodges","8/07/2017",24.7,3175,4,2,1,830,200,1980,"Greater Dandenong",-37.94264,145.21786,"South-Eastern Metropolitan",8322,8,7,1120.48192771084,1,31,6507,75
"5427","Deer Park","13 Cavendish Dr",3,"h",557000,"Property Sold","Barry","8/07/2017",14.8,3023,3,1,2,539,148,1985,"Brimbank",-37.76545,144.76458,"Western Metropolitan",6388,8,7,1033.39517625232,1,71,6507,467
"5428","Deer Park","13 Poole St",3,"h",650000,"Passed In","Barry","8/07/2017",14.8,3023,3,1,2,697,135,1955,"Brimbank",-37.77396,144.77229,"Western Metropolitan",6388,8,7,932.568149210904,1,71,1069,467
"5429","Dingley Village","2 Cormorant Pl",3,"h",806000,"Property Sold","Buxton","8/07/2017",22.2,3172,3,2,1,539,134,1968,"Kingston",-37.98086,145.11993,"South-Eastern Metropolitan",3940,8,7,1495.36178107607,1,31,6507,313
"5430","Doncaster","10 Margot Av",4,"h",1663000,"Property Sold","Philip","8/07/2017",12.4,3108,4,3,2,674,250,1982,"Manningham",-37.77102,145.13338,"Eastern Metropolitan",9028,8,7,2467.3590504451,1,61,6507,20
"5431","Doncaster East","20 Dianne St",4,"h",1310000,"Property Sold","Barry","8/07/2017",14.3,3109,4,3,2,706,200,1970,"Manningham",-37.79561,145.16268,"Eastern Metropolitan",10999,8,7,1855.52407932011,1,61,6507,467
"5432","Doncaster East","2 Monet Ct",3,"h",1530000,"Passed In","Barry","8/07/2017",14.3,3109,3,2,2,798,160,1978,"Manningham",-37.77655,145.15387,"Eastern Metropolitan",10999,8,7,1917.29323308271,1,61,1069,467
"5433","Donvale","6/5 Sunray Ct",2,"t",630000,"Passed In","Sell","8/07/2017",16.1,3111,2,1,1,196,100,2000,"Manningham",-37.80103,145.17844,"Eastern Metropolitan",4790,8,7,3214.28571428571,1,61,134,1
"5434","Eaglemont","129 Banksia St",3,"h",1300000,"Vendor Bid","Nelson","8/07/2017",8.9,3084,3,1,2,615,138,1950,"Banyule",-37.75825,145.05438,"Eastern Metropolitan",1651,8,7,2113.82113821138,1,61,728,817
"5435","Edithvale","96 Berry Av",5,"h",1260000,"Sold Prior","O'Brien","8/07/2017",27,3196,5,6,3,900,178,1960,"Kingston",-38.04105,145.1216,"South-Eastern Metropolitan",2546,8,7,1400,1,31,1079,25
"5436","Eltham","6/17 Silver St",3,"h",655000,"Property Sold","Barry","8/07/2017",18,3095,3,1,2,197,108,2009,"Nillumbik",-37.71613,145.13939,"Eastern Metropolitan",6990,8,7,3324.8730964467,1,61,6507,467
"5437","Elwood","206/35 Ormond Rd",1,"u",435000,"Property Sold","Wilson","8/07/2017",7.2,3184,1,1,1,1192,44,2009,"Port Phillip",-37.88306,144.9841,"Southern Metropolitan",8989,8,7,364.93288590604,1,52,1792,11
"5438","Epping","8 Efficient St",3,"h",490000,"Sold Prior","Ristic","8/07/2017",19.6,3076,3,2,2,375,155,2012,"Whittlesea",-37.62157,145.01049,"Northern Metropolitan",10926,8,7,1306.66666666667,1,87,1079,1
"5439","Epping","2/8 Zurzolo Tce",2,"h",417500,"Property Sold","Harcourts","8/07/2017",19.6,3076,2,1,1,157,102,2000,"Whittlesea",-37.64827,145.05317,"Northern Metropolitan",10926,8,7,2659.23566878981,1,87,6507,87
"5440","Essendon","13 Gordon St",3,"h",1398000,"Sold Prior","Barry","8/07/2017",7.5,3040,3,2,1,445,182,1960,"Moonee Valley",-37.75621,144.93401,"Western Metropolitan",9264,8,7,3141.57303370787,1,71,1079,467
"5441","Ferntree Gully","2 Clendon Rd",3,"t",664000,"Property Sold","Ray","8/07/2017",24.8,3156,3,2,1,219,138,2010,"Knox",-37.8798,145.2775,"Eastern Metropolitan",10788,8,7,3031.96347031963,1,61,723,361
"5442","Fitzroy","502/416 Gore St",2,"u",790000,"Property Sold","Nelson","8/07/2017",2.1,3065,2,1,2,6367,75,1930,"Yarra",-37.7967,144.98363,"Northern Metropolitan",5825,8,7,124.077273441181,1,87,1792,817
"5443","Fitzroy","604/353 Napier St",2,"u",830000,"Property Sold","Jellis","8/07/2017",2.1,3065,2,2,1,4421,84,2011,"Yarra",-37.79721,144.98073,"Northern Metropolitan",5825,8,7,187.740330242027,1,87,1792,701
"5444","Fitzroy","307/185 Rose St",1,"u",456000,"Sold Prior","hockingstuart","8/07/2017",2.1,3065,1,1,1,0,51,2011,"Yarra",-37.79636,144.98394,"Northern Metropolitan",5825,8,7,Inf,1,87,481,582
"5445","Frankston","87 Aquarius Dr",3,"h",565000,"Property Sold","O'Brien","8/07/2017",38,3199,3,1,2,713,155,1980,"Frankston",-38.16483,145.16383,"South-Eastern Metropolitan",17055,8,7,792.426367461431,1,31,6507,25
"5446","Frankston South","14 Hoadley Av",3,"h",810000,"Property Sold","Ash","8/07/2017",38,3199,3,1,2,835,118,1960,"Frankston",-38.15983,145.11351,"South-Eastern Metropolitan",7566,8,7,970.059880239521,1,31,6507,1
"5447","Gladstone Park","19 Osborne Av",4,"h",749000,"Sold Prior","Barry","8/07/2017",12.9,3043,4,2,2,561,160,1970,"Hume",-37.68269,144.88601,"Western Metropolitan",3285,8,7,1335.11586452763,1,71,1079,467
"5448","Glen Iris","13/11 Belmont Av",1,"u",260000,"Passed In","Woodards","8/07/2017",7.3,3146,1,1,1,0,38,1950,"Stonnington",-37.8574,145.04795,"Southern Metropolitan",10412,8,7,Inf,1,52,361,138
"5449","Glen Iris","1/15 Belmont Av",1,"u",330000,"Sold Prior","Thomson","8/07/2017",7.3,3146,1,1,1,0,44,1960,"Stonnington",-37.85702,145.04801,"Southern Metropolitan",10412,8,7,Inf,1,52,481,17
"5450","Glen Iris","11/62 Edgar St N",2,"u",501000,"Property Sold","Jellis","8/07/2017",7.3,3146,2,1,1,2015,77,1960,"Stonnington",-37.85019,145.0465,"Southern Metropolitan",10412,8,7,248.63523573201,1,52,1792,701
"5451","Glen Waverley","1 Dorset St",3,"h",1070000,"Property Sold","Harcourts","8/07/2017",16.7,3150,3,2,1,839,116,1970,"Monash",-37.89813,145.14652,"Eastern Metropolitan",15321,8,7,1275.32777115614,1,61,6507,87
"5452","Glenroy","58 Bindi St",4,"h",7e+05,"Property Sold","RW","8/07/2017",11.2,3046,4,2,1,655,82,1950,"Moreland",-37.69558,144.93223,"Northern Metropolitan",8870,8,7,1068.70229007634,1,87,6507,44
"5453","Glenroy","4/71 Station Rd",2,"t",4e+05,"Vendor Bid","Nelson","8/07/2017",11.2,3046,2,1,1,102,70,2012,"Moreland",-37.71122,144.91863,"Northern Metropolitan",8870,8,7,3921.56862745098,1,87,107,817
"5454","Glenroy","270 West St",2,"h",675000,"Property Sold","Eview","8/07/2017",11.2,3046,2,2,1,248,99,2011,"Moreland",-37.69705,144.94219,"Northern Metropolitan",8870,8,7,2721.77419354839,1,87,6507,30
"5455","Greensborough","53 Narbethong Dr",3,"h",866000,"Property Sold","hockingstuart","8/07/2017",16.1,3088,3,2,2,743,147,1980,"Banyule",-37.71733,145.09622,"Northern Metropolitan",8524,8,7,1165.54508748318,1,87,6507,582
"5456","Greenvale","4 Lysterfield Dr",5,"h",8e+05,"Sold Prior","LJ","8/07/2017",20.4,3059,5,3,2,544,332,2008,"Hume",-37.61079,144.90823,"Northern Metropolitan",4864,8,7,1470.58823529412,1,87,1079,10
"5457","Hadfield","9 Bond St",3,"h",735000,"Property Sold","Eview","8/07/2017",11.2,3046,3,1,1,626,122,1950,"Moreland",-37.71425,144.95013,"Northern Metropolitan",2606,8,7,1174.1214057508,1,87,6507,30
"5458","Hadfield","3A Neil St",2,"t",595000,"Property Sold","Eview","8/07/2017",11.2,3046,2,2,1,201,111,2005,"Moreland",-37.71147,144.93927,"Northern Metropolitan",2606,8,7,2960.19900497512,1,87,723,30
"5459","Hampton East","3/8 Eldon Ct",2,"t",771000,"Property Sold","McGrath","8/07/2017",13.8,3188,2,1,1,0,99,1992,"Bayside",-37.94083,145.03682,"Southern Metropolitan",2356,8,7,Inf,1,52,723,105
"5460","Hampton Park","6 The Mews",3,"h",4e+05,"Passed In","Stockdale","8/07/2017",33.3,3976,3,1,1,301,98,1998,"Casey",-38.0457,145.27395,"South-Eastern Metropolitan",8256,8,7,1328.90365448505,1,31,1069,71
"5461","Hawthorn","5/29 Bell St",1,"u",455000,"Property Sold","Jellis","8/07/2017",5.3,3122,1,1,1,0,49,1960,"Boroondara",-37.81823,145.03972,"Southern Metropolitan",11308,8,7,Inf,1,52,1792,701
"5462","Hawthorn East","1/1091 Burke Rd",2,"u",615888,"Sold Prior","Marshall","8/07/2017",6.2,3123,2,1,1,915,73,1970,"Boroondara",-37.81835,145.05895,"Southern Metropolitan",6482,8,7,673.101639344262,1,52,481,347
"5463","Highett","33 Haynes St",4,"h",1820000,"Property Sold","hockingstuart","8/07/2017",16,3190,4,2,2,680,680,2006,"Bayside",-37.94882,145.03111,"Southern Metropolitan",4794,8,7,2676.47058823529,1,52,6507,582
"5464","Hughesdale","40 Canterbury St",5,"h",1475000,"Property Sold","Woodards","8/07/2017",12.3,3166,5,2,3,548,157,1920,"Monash",-37.90403,145.08118,"Southern Metropolitan",3145,8,7,2691.60583941606,1,52,6507,138
"5465","Ivanhoe","49 Carn Av",5,"h",2100000,"Passed In","Upper","8/07/2017",7.8,3079,5,3,2,740,222,1960,"Banyule",-37.76086,145.05177,"Eastern Metropolitan",5549,8,7,2837.83783783784,1,61,1069,1
"5466","Ivanhoe","207 Waterdale Rd",2,"h",1320000,"Property Sold","Miles","8/07/2017",7.8,3079,2,1,0,620,114,1920,"Banyule",-37.76091,145.04437,"Eastern Metropolitan",5549,8,7,2129.03225806452,1,61,6507,84
"5467","Jacana","17 Fidge Ct",2,"h",575500,"Property Sold","RW","8/07/2017",14,3047,2,1,1,662,98,1960,"Hume",-37.68988,144.91113,"Northern Metropolitan",851,8,7,869.335347432024,1,87,6507,44
"5468","Keilor","37 Parramatta Rd",4,"h",635000,"Property Sold","Nelson","8/07/2017",14.5,3036,4,2,2,531,138,1975,"Brimbank",-37.71368,144.82082,"Western Metropolitan",2339,8,7,1195.85687382298,1,71,6507,817
"5469","Keilor Downs","131 Odessa Av",3,"h",620000,"Property Sold","Barry","8/07/2017",15.5,3038,3,1,4,650,100,1985,"Brimbank",-37.71575,144.80598,"Western Metropolitan",3656,8,7,953.846153846154,1,71,6507,467
"5470","Keilor East","71 Nyah St",5,"h",1005000,"Sold After Auction","Nelson","8/07/2017",11.7,3033,5,3,2,596,176,1970,"Moonee Valley",-37.7305,144.86863,"Western Metropolitan",5629,8,7,1686.24161073826,1,71,66,817
"5471","Keilor Park","39 Flinders St",3,"h",7e+05,"Property Sold","Nelson","8/07/2017",10.4,3042,3,1,1,590,130,1970,"Brimbank",-37.7219,144.85239,"Western Metropolitan",1119,8,7,1186.4406779661,1,71,6507,817
"5472","Kensington","14/8 Mawbey St",1,"u",390000,"Sold Prior","Edward","8/07/2017",3.4,3031,1,1,1,0,60,2000,"Melbourne",-37.79023,144.92335,"Northern Metropolitan",5263,8,7,Inf,1,87,481,19
"5473","Kew","88 Gladstone St",3,"h",1410000,"Passed In","Noel","8/07/2017",5.4,3101,3,1,1,404,113,1930,"Boroondara",-37.79893,145.04266,"Southern Metropolitan",10331,8,7,3490.09900990099,1,52,1069,97
"5474","Lalor","23 Cyprus St",3,"h",710500,"Property Sold","Barry","8/07/2017",16.3,3075,3,2,1,655,120,1975,"Whittlesea",-37.67414,145.0205,"Northern Metropolitan",8279,8,7,1084.73282442748,1,87,6507,467
"5475","Lalor","18 Howell St",3,"h",752000,"Property Sold","hockingstuart","8/07/2017",16.3,3075,3,1,2,604,102,1950,"Whittlesea",-37.6708,145.01353,"Northern Metropolitan",8279,8,7,1245.03311258278,1,87,6507,582
"5476","Lalor","17 Menzies Pde",3,"h",622000,"Property Sold","Ray","8/07/2017",16.3,3075,3,1,2,575,113,1970,"Whittlesea",-37.67146,145.03232,"Northern Metropolitan",8279,8,7,1081.73913043478,1,87,6507,361
"5477","Maidstone","1/1 Clarendon St",3,"t",650000,"Passed In","Jas","8/07/2017",6.4,3012,3,2,2,159,128,2016,"Maribyrnong",-37.78502,144.86733,"Western Metropolitan",3873,8,7,4088.05031446541,1,71,134,140
"5478","Maidstone","19/8 Crefden St",2,"u",435000,"Property Sold","Biggin","8/07/2017",6.4,3012,2,2,1,0,96,2017,"Maribyrnong",-37.77813,144.87287,"Western Metropolitan",3873,8,7,Inf,1,71,1792,213
"5479","Maribyrnong","8 Mitchell St",4,"h",1340000,"Property Sold","hockingstuart","8/07/2017",4.3,3032,4,1,3,697,155,1920,"Maribyrnong",-37.78352,144.88981,"Western Metropolitan",4918,8,7,1922.52510760402,1,71,6507,582
"5480","Meadow Heights","10 Castella Ct",3,"h",450000,"Sold Prior","Barry","8/07/2017",17.4,3048,3,1,1,702,96,1970,"Hume",-37.66059,144.92006,"Northern Metropolitan",4704,8,7,641.025641025641,1,87,1079,467
"5481","Meadow Heights","23 Goodenia Cl",3,"h",440000,"Property Sold","YPA","8/07/2017",17.4,3048,3,1,2,570,112,1992,"Hume",-37.64769,144.91359,"Northern Metropolitan",4704,8,7,771.929824561404,1,87,6507,85
"5482","Melton","28 Atkin St",4,"h",550000,"Passed In","Ryder","8/07/2017",31.7,3337,4,2,2,1241,194,1970,"Melton",-37.68686,144.58157,"Western Victoria",3600,8,7,443.190975020145,1,4,1069,4
"5483","Melton","22 Bittern St",3,"h",373500,"Property Sold","HAR","8/07/2017",31.7,3337,3,2,2,586,118,1980,"Melton",-37.67831,144.57342,"Western Victoria",3600,8,7,637.372013651877,1,4,6507,23
"5484","Mentone","11/19 Brindisi St",2,"u",640000,"Property Sold","Chisholm","8/07/2017",20,3194,2,1,1,128,72,1972,"Kingston",-37.98346,145.06313,"South-Eastern Metropolitan",6162,8,7,5000,1,31,1792,36
"5485","Mentone","1/1 Franklin St",3,"t",940000,"Property Sold","hockingstuart","8/07/2017",20,3194,3,1,2,331,157.9352,1989,"Kingston",-37.97759,145.06482,"South-Eastern Metropolitan",6162,8,7,2839.87915407855,1,31,723,582
"5486","Mill Park","23 Galilee Cr",3,"h",705000,"Property Sold","RW","8/07/2017",17.9,3082,3,2,2,840,161,1970,"Whittlesea",-37.67391,145.0618,"Northern Metropolitan",10529,8,7,839.285714285714,1,87,6507,44
"5487","Mill Park","15 Heritage Dr",4,"h",790000,"Property Sold","Ray","8/07/2017",17.9,3082,4,2,2,530,186,1990,"Whittlesea",-37.65217,145.04863,"Northern Metropolitan",10529,8,7,1490.56603773585,1,87,6507,361
"5488","Mill Park","15 Mockridge Dr",5,"h",704500,"Property Sold","Ray","8/07/2017",17.9,3082,5,3,2,656,130,1970,"Whittlesea",-37.6641,145.05123,"Northern Metropolitan",10529,8,7,1073.93292682927,1,87,6507,361
"5489","Mill Park","49 Romano Av",4,"h",550000,"Property Sold","Ray","8/07/2017",17.9,3082,4,2,1,531,175,1970,"Whittlesea",-37.65121,145.05404,"Northern Metropolitan",10529,8,7,1035.78154425612,1,87,6507,361
"5490","Mill Park","53 Romano Av",5,"h",598000,"Property Sold","Ray","8/07/2017",17.9,3082,5,3,1,531,122,1990,"Whittlesea",-37.65116,145.05439,"Northern Metropolitan",10529,8,7,1126.17702448211,1,87,6507,361
"5491","Mill Park","15 Warburton Ct",3,"h",592000,"Property Sold","Harcourts","8/07/2017",17.9,3082,3,1,1,622,128,1992,"Whittlesea",-37.66294,145.06301,"Northern Metropolitan",10529,8,7,951.768488745981,1,87,6507,87
"5492","Mill Park","11 Woolnough Dr",3,"h",602000,"Property Sold","Ray","8/07/2017",17.9,3082,3,1,1,546,136,1977,"Whittlesea",-37.65359,145.04276,"Northern Metropolitan",10529,8,7,1102.5641025641,1,87,6507,361
"5493","Montrose","44 Richards Rd",4,"h",735000,"Property Sold","McGrath","8/07/2017",28.8,3765,4,2,2,846,160,1980,"Yarra Ranges",-37.81018,145.35396,"Eastern Victoria",2493,8,7,868.794326241135,1,4,6507,105
"5494","Moonee Ponds","102 Waverley St",4,"h",1270000,"Property Sold","Jellis","8/07/2017",6.2,3039,4,1,3,478,152,1925,"Moonee Valley",-37.76421,144.90571,"Western Metropolitan",6232,8,7,2656.90376569038,1,71,6507,701
"5495","Mooroolbark","5 Byron Ct",3,"h",650000,"Passed In","iTRAK","8/07/2017",26.5,3138,3,2,2,1103,126.8,1976,"Yarra Ranges",-37.78695,145.32513,"Eastern Victoria",8280,8,7,589.301903898459,1,4,1069,7
"5496","Mordialloc","49 Jenkins St",4,"h",1400000,"Passed In","Ray","8/07/2017",21.5,3195,4,2,2,530,313,2007,"Kingston",-38.00429,145.10286,"South-Eastern Metropolitan",3650,8,7,2641.50943396226,1,31,1069,361
"5497","Mordialloc","9A Montgomery St",3,"t",1627000,"Property Sold","hockingstuart","8/07/2017",21.5,3195,3,2,2,304,233,2007,"Kingston",-38.00644,145.08478,"South-Eastern Metropolitan",3650,8,7,5351.97368421053,1,31,723,582
"5498","Mount Waverley","15 Virginia St",3,"h",1850000,"Passed In","Jellis","8/07/2017",14.2,3149,3,1,1,717,153,1960,"Monash",-37.87754,145.12076,"Eastern Metropolitan",13366,8,7,2580.19525801953,1,61,1069,701
"5499","Murrumbeena","6 Gerald St",4,"h",1820000,"Property Sold","Buxton","8/07/2017",10.1,3163,4,2,1,632,265,1915,"Glen Eira",-37.89465,145.06984,"Southern Metropolitan",4442,8,7,2879.74683544304,1,52,6507,313
"5500","North Melbourne","39/101 Leveson St",2,"u",785000,"Property Sold","Nelson","8/07/2017",1.8,3051,2,2,1,0,95,2008,"Melbourne",-37.80202,144.95104,"Northern Metropolitan",6821,8,7,Inf,1,87,1792,817
"5501","Nunawading","3/29 Mount Pleasant Rd",2,"u",676000,"Property Sold","Fletchers","8/07/2017",15.4,3131,2,1,1,149,84,1970,"Whitehorse",-37.8231,145.17911,"Eastern Metropolitan",4973,8,7,4536.91275167785,1,61,1792,143
"5502","Nunawading","8 Olwen St",3,"h",1002000,"Property Sold","Fletchers","8/07/2017",15.4,3131,3,1,2,598,143,1960,"Whitehorse",-37.80827,145.17885,"Eastern Metropolitan",4973,8,7,1675.58528428094,1,61,6507,143
"5503","Nunawading","1/44 Shady Gr",4,"t",1175000,"Property Sold","Noel","8/07/2017",15.4,3131,4,3,2,289,170,2011,"Whitehorse",-37.82895,145.17678,"Eastern Metropolitan",4973,8,7,4065.74394463668,1,61,723,97
"5504","Oakleigh East","1/22 Nonna St",3,"h",875000,"Property Sold","Buxton","8/07/2017",12.3,3166,3,2,2,295,144,2006,"Monash",-37.90088,145.11692,"Southern Metropolitan",2547,8,7,2966.10169491525,1,52,6507,313
"5505","Oakleigh South","4/1248 North Rd",4,"u",774000,"Property Sold","HAR","8/07/2017",15.5,3167,4,2,2,0,147,2000,"Monash",-37.91121,145.09598,"South-Eastern Metropolitan",3692,8,7,Inf,1,31,1792,23
"5506","Ormond","2/50 Lillimur Rd",1,"u",327000,"Property Sold","Buxton","8/07/2017",11.4,3204,1,1,1,0,32,1960,"Glen Eira",-37.89976,145.04215,"Southern Metropolitan",3578,8,7,Inf,1,52,1792,313
"5507","Ormond","300 Tucker Rd",4,"h",1900000,"Property Sold","Buxton","8/07/2017",11.4,3204,4,2,2,700,210,1920,"Glen Eira",-37.9075,145.05329,"Southern Metropolitan",3578,8,7,2714.28571428571,1,52,6507,313
"5508","Parkdale","1/168 Beach Rd",4,"h",2185000,"Property Sold","Ray","8/07/2017",21.5,3195,4,2,3,220,213,2010,"Kingston",-38.00205,145.07853,"South-Eastern Metropolitan",5087,8,7,9931.81818181818,1,31,6507,361
"5509","Pascoe Vale","8A Tangyes St",3,"h",1210000,"Property Sold","Nelson","8/07/2017",8.5,3044,3,2,1,330,226,2012,"Moreland",-37.72623,144.94521,"Northern Metropolitan",7485,8,7,3666.66666666667,1,87,6507,817
"5510","Reservoir","24 Daleglen St",1,"h",351000,"Sold Prior","Harcourts","8/07/2017",12,3073,1,1,1,168,63,1950,"Darebin",-37.69828,145.02184,"Northern Metropolitan",21650,8,7,2089.28571428571,1,87,1079,87
"5511","Ringwood","5 Jacks Pl",4,"h",1725000,"Property Sold","Hoskins","8/07/2017",19.9,3134,4,2,2,1016,310,2002,"Maroondah",-37.78372,145.25311,"Eastern Metropolitan",7785,8,7,1697.83464566929,1,61,6507,5
"5512","Ringwood","1/13 Maidstone St",2,"h",633000,"Property Sold","Purplebricks","8/07/2017",19.9,3134,2,1,2,123,95,2005,"Maroondah",-37.82223,145.22504,"Eastern Metropolitan",7785,8,7,5146.34146341463,1,61,6507,21
"5513","Ringwood East","1 Tweed St",4,"h",1090000,"Property Sold","Philip","8/07/2017",21.3,3135,4,1,2,894,115,1950,"Maroondah",-37.8159,145.24688,"Eastern Metropolitan",4407,8,7,1219.23937360179,1,61,6507,20
"5514","Rowville","45 Severn Cr",4,"h",936000,"Property Sold","HAR","8/07/2017",23.5,3178,4,2,2,675,190,1980,"Knox",-37.91692,145.25896,"South-Eastern Metropolitan",11667,8,7,1386.66666666667,1,31,6507,23
